id	title	imdbID	spanishTitle	imdbPictureURL	year	rtID	rtAllCriticsRating	rtAllCriticsNumReviews	rtAllCriticsNumFresh	rtAllCriticsNumRotten	rtAllCriticsScore	rtTopCriticsRating	rtTopCriticsNumReviews	rtTopCriticsNumFresh	rtTopCriticsNumRotten	rtTopCriticsScore	rtAudienceRating	rtAudienceNumRatings	rtAudienceScore	rtPictureURL
25746	The Hunchback of Notre Dame	0031455	Esmeralda, la zíngara	http://ia.media-imdb.com/images/M/MV5BMjAzNTc1MzI5NF5BMl5BanBnXkFtZTcwMzgwMjkxMQ@@._V1._SY314_CR6,0,214,314_.jpg	1939	1010215-hunchback_of_notre_dame	8.3	9	9	0	100	0	0	0	0	0	0	0	0	http://content9.flixster.com/movie/29/39/293991_det.jpg
25750	Sherlock Jr.	0015324	El moderno Sherlock Holmes	http://ia.media-imdb.com/images/M/MV5BMTg4MTM0NTMwNl5BMl5BanBnXkFtZTYwNzM2ODU2._V1._SY314_CR99,0,214,314_.jpg	1924	sherlock-jr	0	0	0	0	0	0	0	0	0	0	0	0	0	http://content9.flixster.com/movie/99/50/32/9950323_det.jpg
25752	The Freshman	0099615	El novato	http://ia.media-imdb.com/images/M/MV5BMTIxMzM4ODQwNV5BMl5BanBnXkFtZTcwMDIzNTMyMQ@@._V1._SY314_CR4,0,214,314_.jpg	1990	10009001-the_freshman	7.3	32	30	2	93	7.2	8	7	1	87	3.1	2525	52	http://content6.flixster.com/movie/11/14/93/11149316_det.jpg
25753	Greed	0015881	Avaricia	http://ia.media-imdb.com/images/M/MV5BMTQyNDkwODcxNl5BMl5BanBnXkFtZTcwMDg1NjUyMQ@@._V1._SX214_CR0,0,214,314_.jpg	1924	1008924-greed	9.3	16	16	0	100	0	4	4	0	100	0	0	0	http://content7.flixster.com/movie/31/92/85/3192853_det.jpg
25755	The Phantom of the Opera	0293508	El fantasma de la ópera de Andrew Lloyd Webber	http://ia.media-imdb.com/images/M/MV5BNDczNzg4OTM3MV5BMl5BanBnXkFtZTcwOTQzMTEzMw@@._V1._SX214_CR0,0,214,314_.jpg	2004	phantom_of_the_opera	5	165	54	111	32	4.6	37	10	27	27	3.7	70849	86	http://content9.flixster.com/movie/35/84/18/3584187_det.jpg
25757	The Jazz Singer	0080948	El cantor de Jazz	http://ia.media-imdb.com/images/M/MV5BMjA3OTQxOTI2OV5BMl5BanBnXkFtZTcwNjQ0MTEzMQ@@._V1._SY314_CR5,0,214,314_.jpg	1980	1010979-jazz_singer	3.7	20	3	17	15	0	3	1	2	33	3.4	857	71	http://content6.flixster.com/movie/10/92/52/10925292_det.jpg
25759	Oktyabr	0018217	Octubre	http://ia.media-imdb.com/images/M/MV5BOTAyOTI2Nzg4M15BMl5BanBnXkFtZTcwNDIzNzAyMQ@@._V1._SY314_CR9,0,214,314_.jpg	1928	oktyabr-october-ten-days-that-shook-the-world	7.1	7	6	1	85	0	1	1	0	100	4	780	83	http://content9.flixster.com/movie/29/49/294995_det.jpg
25762	Unknown	0450340	Mentes en blanco	http://ia.media-imdb.com/images/M/MV5BMTUyODU2NjM0Ml5BMl5BanBnXkFtZTcwMTUzMTA0MQ@@._V1._SX214_CR0,0,214,314_.jpg	2006	unknown	5.1	44	17	27	38	4.6	17	4	13	23	3.3	6616	57	http://content7.flixster.com/movie/32/66/88/3266889_det.jpg
25763	Die Büchse der Pandora	0018737	Die Büchse der Pandora	http://ia.media-imdb.com/images/M/MV5BOTU1NzEwMzgxOV5BMl5BanBnXkFtZTcwNzMxNDMzMQ@@._V1._SY314_CR4,0,214,314_.jpg	1929	pandoras_box	8.5	23	21	2	91	8.1	8	6	2	75	4.1	1316	88	http://content9.flixster.com/movie/93/51/65/9351659_det.jpg
25764	The Cameraman	0018742	The Cameraman	http://ia.media-imdb.com/images/M/MV5BMTM3NzQxNDI0NV5BMl5BanBnXkFtZTcwNTE3MjcyMQ@@._V1._SY314_CR27,0,214,314_.jpg	1928	the-cameraman-1928	8.8	13	13	0	100	0	0	0	0	0	0	0	0	http://content7.flixster.com/movie/84/97/57/8497577_det.jpg
25766	The In Crowd	0163676	The In Crowd	http://ia.media-imdb.com/images/M/MV5BMjA3OTgxODYzMl5BMl5BanBnXkFtZTcwMDg0NDcxMQ@@._V1._SX214_CR0,0,214,314_.jpg	2000	1098652-in_crowd	2.7	52	1	51	1	2.4	14	0	14	0	2.6	925	41	http://content9.flixster.com/movie/26/32/263295_det.jpg
25769	Steamboat Bill, Jr.	0019421	El héroe del río	http://ia.media-imdb.com/images/M/MV5BMTIwOTkyNTU2OF5BMl5BanBnXkFtZTcwODczNDEzMQ@@._V1._SY314_CR3,0,214,314_.jpg	1928	steamboat_bill_jr	9.1	15	15	0	100	0	0	0	0	0	0	0	0	http://content9.flixster.com/movie/30/57/305711_det.jpg
25771	Un chien andalou	0020530	Un perro andaluz	http://ia.media-imdb.com/images/M/MV5BMTI1NDA0NDQ2M15BMl5BanBnXkFtZTcwMzAwODQyMQ@@._V1._SX214_CR0,0,214,314_.jpg	1929	un-chien-andalou-an-andalusian-dog	9.2	18	18	0	100	0	3	3	0	100	4.1	5685	86	http://content7.flixster.com/movie/29/12/291229_det.jpg
25773	Little Caesar	0021079	Hampa dorada	http://ia.media-imdb.com/images/M/MV5BNjk4Njk5NTk0OF5BMl5BanBnXkFtZTcwOTg4NzkyMQ@@._V1._SX214_CR0,0,214,314_.jpg	1931	little_caesar	7.6	17	15	2	88	0	2	2	0	100	3.6	1977	72	http://content6.flixster.com/movie/46/61/466172_det.jpg
25774	L'âge d'or	0021577	La edad de oro	http://ia.media-imdb.com/images/M/MV5BMTY2NTIwMDM0OV5BMl5BanBnXkFtZTcwNjEyMzcyMQ@@._V1._SY314_CR3,0,214,314_.jpg	1930	lage_dor	8.7	23	21	2	91	0	2	2	0	100	4	1547	82	http://content7.flixster.com/movie/10/92/49/10924949_det.jpg
25777	Monkey Business	0022158	Pistoleros de agua dulce	http://ia.media-imdb.com/images/M/MV5BMTIwNzA1OTgzMF5BMl5BanBnXkFtZTYwMjEwMTc5._V1._SX214_CR0,0,214,314_.jpg	1931	1014137-monkey_business	7.8	12	11	1	91	0	0	0	0	0	0	0	0	http://content6.flixster.com/movie/10/86/15/10861560_det.jpg
25783	The Return of Doctor X	0031851	El regreso del Doctor X	http://ia.media-imdb.com/images/M/MV5BMTIzNzYzMjczN15BMl5BanBnXkFtZTcwODEwMTUzMQ@@._V1._SY314_CR35,0,214,314_.jpg	1939	return_of_doctor_x	0	3	0	3	0	0	0	0	0	0	0	0	0	http://content6.flixster.com/movie/10/92/60/10926020_det.jpg
25788	Scarface	0086250	El precio del poder (Scarface)	http://ia.media-imdb.com/images/M/MV5BMTQ5NzI3OTQ3NF5BMl5BanBnXkFtZTcwODczMjMzMQ@@._V1._SY314_CR3,0,214,314_.jpg	1983	1018324-scarface	7.5	50	44	6	88	8	5	4	1	80	4.1	121090	93	http://content6.flixster.com/movie/49/68/81/4968812_det.jpg
25793	Interview with the Vampire: The Vampire Chronicles	0110148	Entrevista con el vampiro (Crónicas vampíricas)	http://ia.media-imdb.com/images/M/MV5BMTY4NzAxMjAzM15BMl5BanBnXkFtZTcwNjg0MjgxMQ@@._V1._SY314_CR10,0,214,314_.jpg	1994	interview_with_the_vampire	5.8	45	26	19	57	4.6	10	4	6	40	3.7	77706	85	http://content6.flixster.com/movie/28/01/280124_det.jpg
25795	Dinner at Eight	0023948	Cena a las ocho	http://ia.media-imdb.com/images/M/MV5BMTk0Mjg1NDcxMF5BMl5BanBnXkFtZTcwMDM3NjcyMQ@@._V1._SY314_CR25,0,214,314_.jpg	1933	1005875-dinner_at_eight	8.6	16	16	0	100	0	0	0	0	0	0	0	0	http://content8.flixster.com/movie/10/89/24/10892438_det.jpg
25797	Gold Diggers of 1933	0024069	Vampiresas 1933	http://ia.media-imdb.com/images/M/MV5BMTc0OTM5MzkxMl5BMl5BanBnXkFtZTcwNzQ0MTUzMQ@@._V1._SY314_CR4,0,214,314_.jpg	1933	gold_diggers_of_1933	9	8	8	0	100	0	0	0	0	0	0	0	0	http://content7.flixster.com/movie/10/87/99/10879965_det.jpg
25798	De fortabte sjæles ø	0466449	La isla de las almas perdidas	http://ia.media-imdb.com/images/M/MV5BMTI0NjMxOTgyMV5BMl5BanBnXkFtZTcwNDg0NjE0MQ@@._V1._SY314_CR9,0,214,314_.jpg	2007	island-of-lost-souls	0	0	0	0	0	0	0	0	0	0	0	0	0	http://content8.flixster.com/movie/10/85/54/10855490_det.jpg
25802	The Son of Kong	0024593	El hijo de Kong	http://ia.media-imdb.com/images/M/MV5BMTIwNTgwOTQ5OV5BMl5BanBnXkFtZTcwNTE3MzEzMQ@@._V1._SY314_CR21,0,214,314_.jpg	1933	son_of_kong	4.6	9	3	6	33	0	0	0	0	0	0	0	0	http://content9.flixster.com/movie/29/50/295015_det.jpg
25805	L'atalante	0024844	L'atalante	http://ia.media-imdb.com/images/M/MV5BMTM4ODg1ODkwMl5BMl5BanBnXkFtZTcwMzAxNzYxMQ@@._V1._SX77_SY140_.jpg	1934	latalante	8.7	23	23	0	100	8	7	7	0	100	4.3	1388	91	http://content9.flixster.com/movie/29/80/298095_det.jpg
25825	Balls of Fury	0424823	Pelotas en juego	http://ia.media-imdb.com/images/M/MV5BMjA3MDQ1Mzc4N15BMl5BanBnXkFtZTcwODI0NTc0MQ@@._V1._SX214_CR0,0,214,314_.jpg	2007	balls_of_fury	4.2	127	29	98	22	4.5	24	8	16	33	2.8	85682	36	http://content6.flixster.com/movie/10/92/34/10923416_det.jpg
25826	Libeled Lady	0027884	Una mujer difamada	http://ia.media-imdb.com/images/M/MV5BMjE2NzQwNjkwM15BMl5BanBnXkFtZTcwMzI3NjcyMQ@@._V1._SY314_CR27,0,214,314_.jpg	1936		7.9	9	7	2	77	0	0	0	0	0	0	0	0	http://content7.flixster.com/movie/10/86/59/10865921_det.jpg
25827	Mr. Deeds Goes to Town	0027996	El secreto de vivir	http://ia.media-imdb.com/images/M/MV5BMTU3MjcwNzczMV5BMl5BanBnXkFtZTcwMTI4OTYyMQ@@._V1._SY314_CR0,0,214,314_.jpg	1936	mr_deeds_goes_to_town	8.4	13	12	1	92	0	0	0	0	0	0	0	0	http://content8.flixster.com/movie/10/90/86/10908610_det.jpg
25828	The Petrified Forest	0028096	El bosque petrificado	http://ia.media-imdb.com/images/M/MV5BMjMyODUxMTkzMl5BMl5BanBnXkFtZTcwNDQxNDcyMQ@@._V1._SY314_CR19,0,214,314_.jpg	1936	petrified_forest	7.6	8	8	0	100	0	0	0	0	0	0	0	0	http://content7.flixster.com/movie/10/87/04/10870437_det.jpg
25832	Wife vs. Secretary	0028505	Entre esposa y secretaria	http://ia.media-imdb.com/images/M/MV5BMTc3OTg4OTUwNF5BMl5BanBnXkFtZTcwNDIzNDk3Mw@@._V1._SX214_CR0,0,214,314_.jpg	1936	wife_vs_secretary	0	0	0	0	0	0	0	0	0	0	0	0	0	http://content7.flixster.com/movie/45/42/36/4542361_det.jpg
25833	Camille	0028683	Margarita Gautier	http://ia.media-imdb.com/images/M/MV5BNjIwMDIxNjgwOF5BMl5BanBnXkFtZTcwMjU1NDAzMQ@@._V1._SY314_CR24,0,214,314_.jpg	1936	1003441-camille	7.3	10	9	1	90	0	1	1	0	100	3.9	1060	82	http://content6.flixster.com/movie/10/95/41/10954112_det.jpg
25835	Dead End	0308152	Dead End	http://ia.media-imdb.com/images/M/MV5BMjE3NjMxNTIwM15BMl5BanBnXkFtZTcwODA1MzUyMQ@@._V1._SY314_CR4,0,214,314_.jpg	2003	10003925-dead_end	6.1	7	6	1	85	0	0	0	0	0	0	0	0	http://content8.flixster.com/movie/10/87/81/10878126_det.jpg
25839	Nothing Sacred	0029322	La reina de Nueva York	http://ia.media-imdb.com/images/M/MV5BMjA2NTk0MDkwN15BMl5BanBnXkFtZTcwNzM1NDAyMQ@@._V1._SY314_CR2,0,214,314_.jpg	1937	nothing_sacred	9	9	9	0	100	0	0	0	0	0	0	0	0	http://content8.flixster.com/movie/28/98/289818_det.jpg
25840	The Prisoner of Zenda	0045053	El prisionero de Zenda	http://ia.media-imdb.com/images/M/MV5BMTYyMzY2MDI2OF5BMl5BanBnXkFtZTcwNzQ4MDEyMQ@@._V1._SX77_SY140_.jpg	1952	1016757-prisoner_of_zenda	0	1	0	1	0	0	0	0	0	0	0	0	0	http://content8.flixster.com/movie/31/92/94/3192946_det.jpg
25841	Stage Door Canteen	0036384	Tres días de amor y fe	http://ia.media-imdb.com/images/M/MV5BMTM0Njk4NzgyNF5BMl5BanBnXkFtZTcwNzQ2MzYyMQ@@._V1._SY314_CR4,0,214,314_.jpg	1943	stage_door_canteen	0	2	1	1	50	0	0	0	0	0	0	0	0	http://content9.flixster.com/movie/11/14/92/11149227_det.jpg
25850	The Holiday	0457939	Vacaciones	http://ia.media-imdb.com/images/M/MV5BMTQ2Njk0MDU1NV5BMl5BanBnXkFtZTcwODUxNDI0MQ@@._V1._SY314_CR2,0,214,314_.jpg	2006	holiday_2006	0	0	0	0	0	0	0	0	0	0	0	0	0	http://content9.flixster.com/movie/10/88/62/10886279_det.jpg
25855	The Roaring Twenties	0031867	Los violentos años veinte	http://ia.media-imdb.com/images/M/MV5BMTk0ODYzOTc4Nl5BMl5BanBnXkFtZTcwNzM0NjcxMQ@@._V1._SX214_CR0,0,214,314_.jpg	1939	roaring_twenties	7.3	10	10	0	100	0	0	0	0	0	0	0	0	http://content9.flixster.com/movie/10/95/34/10953459_det.jpg
25856	Wuthering Heights	0032145	Cumbres borrascosas	http://ia.media-imdb.com/images/M/MV5BMTYyNDY3ODI1N15BMl5BanBnXkFtZTcwNjg3MDcyMQ@@._V1._SY314_CR5,0,214,314_.jpg	1939	1024192-wuthering_heights	7.9	16	16	0	100	0	1	1	0	100	3.9	2525	84	http://content7.flixster.com/movie/31/37/313797_det.jpg
25865	Letters from Iwo Jima	0498380	Cartas desde Iwo Jima	http://ia.media-imdb.com/images/M/MV5BMTkzMjU5MTA1NF5BMl5BanBnXkFtZTcwNTM3Njc0MQ@@._V1._SY314_CR4,0,214,314_.jpg	2006	letters_from_iwo_jima	8.2	196	178	18	90	8.3	40	37	3	92	3.8	73433	85	http://content8.flixster.com/movie/10/88/05/10880558_det.jpg
25866	The Sea Hawk	0033028	El halcón del mar	http://ia.media-imdb.com/images/M/MV5BMjcwNDQ2NTQ5Ml5BMl5BanBnXkFtZTcwODQwMjgyMQ@@._V1._SY314_CR24,0,214,314_.jpg	1940	1018433-sea_hawk	8.7	12	12	0	100	0	0	0	0	0	0	0	0	http://content6.flixster.com/movie/10/36/26/10362676_det.jpg
25868	Ball of Fire	0033373	Bola de fuego	http://ia.media-imdb.com/images/M/MV5BMTg0MDM3OTI1NV5BMl5BanBnXkFtZTcwOTM1OTQ0MQ@@._V1._SY314_CR6,0,214,314_.jpg	1941	ball_of_fire	8.3	23	23	0	100	0	4	4	0	100	4.1	864	89	http://content9.flixster.com/movie/10/86/72/10867215_det.jpg
25870	Here Comes Mr. Jordan	0033712	El difunto protesta	http://ia.media-imdb.com/images/M/MV5BMTk3MDU0Nzc0OV5BMl5BanBnXkFtZTcwODQwODQ0MQ@@._V1._SY314_CR2,0,214,314_.jpg	1941	here_comes_mr_jordan	7.4	15	15	0	100	0	0	0	0	0	0	0	0	http://content8.flixster.com/movie/41/87/09/4187090_det.jpg
25878	Across the Pacific	0034428	A través de pacífico	http://ia.media-imdb.com/images/M/MV5BMjA0MjI5OTM2MF5BMl5BanBnXkFtZTcwOTM4NzMyMQ@@._V1._SX214_CR0,0,214,314_.jpg	1942	across_the_pacific	0	2	2	0	100	0	0	0	0	0	0	0	0	http://content6.flixster.com/movie/10/90/58/10905820_det.jpg
25885	Prelude to War	0035209	Prelude to War	http://ia.media-imdb.com/images/M/MV5BMTMwODY5MzQ4N15BMl5BanBnXkFtZTcwODY0MzU1MQ@@._V1._SY314_CR50,0,214,314_.jpg	1943	prelude-to-war	0	0	0	0	0	0	0	0	0	0	0	0	0	http://content9.flixster.com/movie/10/88/59/10885927_det.jpg
25886	Random Harvest	0035238	Niebla en el pasado	http://ia.media-imdb.com/images/M/MV5BMTUxODA0MTE3OF5BMl5BanBnXkFtZTcwMzYyMzcyMQ@@._V1._SY314_CR24,0,214,314_.jpg	1942	random_harvest	7.6	9	8	1	88	0	0	0	0	0	0	0	0	http://content7.flixster.com/movie/97/67/96/9767965_det.jpg
25888	Action in the North Atlantic	0035608	Acción en el Atlántico Norte	http://ia.media-imdb.com/images/M/MV5BMjI4MTM3OTIzN15BMl5BanBnXkFtZTcwOTUxOTYxMQ@@._V1._SX77_SY140_.jpg	1943	action_in_the_north_atlantic	0	1	1	0	100	0	0	0	0	0	0	0	0	http://content7.flixster.com/movie/90/59/00/9059009_det.jpg
25891	Heaven Can Wait	0035979	El diablo dijo no	http://ia.media-imdb.com/images/M/MV5BMTU3NjY2MDAyM15BMl5BanBnXkFtZTcwNzExMTkyMQ@@._V1._SY314_CR4,0,214,314_.jpg	1943	1009426-heaven_can_wait	7.8	9	8	1	88	0	0	0	0	0	0	0	0	http://content6.flixster.com/movie/28/70/287004_det.jpg
25893	The Memphis Belle: A Story of a Flying Fortress	0036152	The Memphis Belle: A Story of a Flying Fortress	http://ia.media-imdb.com/images/M/MV5BMTA1NTM5Nzc3ODleQTJeQWpwZ15BbWU3MDk4MzM1NTE@._V1._SY314_CR50,0,214,314_.jpg	1944	the-memphis-belle	0	0	0	0	0	0	0	0	0	0	0	0	0	http://content7.flixster.com/movie/10/87/61/10876173_det.jpg
25898	Vredens dag	0036506	Dies irae	http://ia.media-imdb.com/images/M/MV5BMjE5NzkxNTg3OF5BMl5BanBnXkFtZTYwOTczNjc5._V1._SX214_CR0,0,214,314_.jpg	1943	vredens-dag-day-of-wrath-day-of-anger	8.5	20	20	0	100	7.5	5	5	0	100	4.2	732	92	http://content7.flixster.com/movie/10/86/11/10861105_det.jpg
25899	Cover Girl	0036723	Las modelos	http://ia.media-imdb.com/images/M/MV5BMTIwNjU1NzA5M15BMl5BanBnXkFtZTcwMjg3MzAwMQ@@._V1._SX214_CR0,0,214,314_.jpg	1944	1004832-cover_girl	6.9	9	8	1	88	0	0	0	0	0	0	0	0	http://content8.flixster.com/movie/10/88/93/10889330_det.jpg
25900	The Curse of the Cat People	0036733	La maldición de la mujer pantera	http://ia.media-imdb.com/images/M/MV5BMTY3MDM3Njc4M15BMl5BanBnXkFtZTcwNTcxNzEyMQ@@._V1._SX214_CR0,0,214,314_.jpg	1944	curse_of_the_cat_people	7.3	23	20	3	86	0	3	2	1	66	0	0	0	http://content9.flixster.com/movie/20/86/11/2086111_det.jpg
25901	Henry V	0097499	Enrique V	http://ia.media-imdb.com/images/M/MV5BMTI1ODg1Mjk5NF5BMl5BanBnXkFtZTcwNzQyNjUxMQ@@._V1._SX214_CR0,0,214,314_.jpg	1989	1029042-henry_v	8.2	32	32	0	100	7.8	7	7	0	100	4	3619	87	http://content9.flixster.com/movie/25/39/253911_det.jpg
25903	The Mask of Dimitrios	0037055	La máscara de Dimitros	http://ia.media-imdb.com/images/M/MV5BMTgxOTkyNTQ4MF5BMl5BanBnXkFtZTcwMzU3NDEzMQ@@._V1._SX214_CR0,0,214,314_.jpg	1944	mask_of_dimitrios	0	2	2	0	100	0	0	0	0	0	0	0	0	http://content8.flixster.com/movie/10/44/05/10440574_det.jpg
25904	Ministry of Fear	0037075	El ministerio del miedo	http://ia.media-imdb.com/images/M/MV5BMTkzOTM3NTg2Nl5BMl5BanBnXkFtZTcwNDk5NzYxMQ@@._V1._SX214_CR0,0,214,314_.jpg	1944	ministry_of_fear	7.2	10	10	0	100	0	0	0	0	0	0	0	0	http://content7.flixster.com/movie/10/16/45/10164529_det.jpg
25905	The Miracle of Morgan's Creek	0037077	The Miracle of Morgan's Creek	http://ia.media-imdb.com/images/M/MV5BMTI5NDU0NDA5Nl5BMl5BanBnXkFtZTcwODAzMzAzMQ@@._V1._SY314_CR4,0,214,314_.jpg	1944	miracle_of_morgans_creek	8.1	20	18	2	90	0	3	3	0	100	3.9	836	83	http://content7.flixster.com/movie/10/86/99/10869981_det.jpg
25906	Mr. Skeffington	0037094	Mr. Skeffington	http://ia.media-imdb.com/images/M/MV5BMTczNTE3MDQyOF5BMl5BanBnXkFtZTcwNDYzODgyMQ@@._V1._SY314_CR24,0,214,314_.jpg	1944	mr_skeffington	6.4	6	4	2	66	0	0	0	0	0	0	0	0	http://content7.flixster.com/movie/58/27/11/5827117_det.jpg
25908	Passage to Marseille	0037166	Pasaje para Marsella	http://ia.media-imdb.com/images/M/MV5BMTQzNjg1Nzg0M15BMl5BanBnXkFtZTcwNTI0NjUxMQ@@._V1._SX77_SY140_.jpg	1944	passage-to-marseille	0	0	0	0	0	0	0	0	0	0	0	0	0	http://content7.flixster.com/movie/10/83/94/10839441_det.jpg
25914	Ivan Groznyy	0037824	Iván el terrible	http://ia.media-imdb.com/images/M/MV5BMTQ5OTE5NDU3MF5BMl5BanBnXkFtZTcwMjU4NTUxMQ@@._V1._SY314_CR7,0,214,314_.jpg	1944	ivan-the-terrible-pt-1	8.7	9	9	0	100	0	1	1	0	100	4.1	999	90	http://content7.flixster.com/movie/10/92/43/10924365_det.jpg
25916	They Were Expendable	0038160	No eran imprescindibles	http://ia.media-imdb.com/images/M/MV5BMTg5NjU5NzYzMl5BMl5BanBnXkFtZTYwODYzNTc5._V1._SY314_CR4,0,214,314_.jpg	1945	they_were_expendable	7.9	8	7	1	87	0	0	0	0	0	0	0	0	http://content7.flixster.com/movie/30/13/301321_det.jpg
25923	Great Expectations	0119223	Grandes esperanzas	http://ia.media-imdb.com/images/M/MV5BMTQ0NzI4MTg3NF5BMl5BanBnXkFtZTcwOTM1NDAyMQ@@._V1._SY314_CR3,0,214,314_.jpg	1998	1081200-great_expectations	5.4	32	12	20	37	5.4	7	3	4	42	3.4	10607	76	http://content6.flixster.com/movie/26/88/268896_det.jpg
25924	Humoresque	0038622	De amor también se muere	http://ia.media-imdb.com/images/M/MV5BMTQ1MzY0MjgwN15BMl5BanBnXkFtZTcwNzczODgyMQ@@._V1._SY314_CR36,0,214,314_.jpg	1946	humoresque	5.9	5	3	2	60	0	0	0	0	0	0	0	0	http://content6.flixster.com/movie/29/97/299720_det.jpg
25927	The Strangers	0482606	Los extraños	http://ia.media-imdb.com/images/M/MV5BMTkxODAyODMwNV5BMl5BanBnXkFtZTcwNzk5Nzk2MQ@@._V1._SX214_CR0,0,214,314_.jpg	2008	the_strangers	5	146	65	81	44	4.8	26	13	13	50	3.1	55773	48	http://content9.flixster.com/movie/11/12/79/11127923_det.jpg
25929	Nightmare Alley	0039661	Callejón de las almas perdidas	http://ia.media-imdb.com/images/M/MV5BMzU3ODk2MzU1N15BMl5BanBnXkFtZTcwMzI1NzgyMQ@@._V1._SY314_CR3,0,214,314_.jpg	1947	1144535-nightmare_alley	7.8	10	10	0	100	0	2	2	0	100	3.9	576	83	http://content7.flixster.com/movie/29/10/291013_det.jpg
25930	Odd Man Out	0039677	Larga es la noche	http://ia.media-imdb.com/images/M/MV5BMTMzODQ0NjkwNF5BMl5BanBnXkFtZTcwNDczNDMzMQ@@._V1._SY314_CR5,0,214,314_.jpg	1947	1015383-odd_man_out	8	22	22	0	100	0	3	3	0	100	4	556	84	http://content9.flixster.com/movie/33/18/40/3318407_det.jpg
25931	Road to Rio	0039776	Camino de Río	http://ia.media-imdb.com/images/M/MV5BMTQwOTkzMjQzN15BMl5BanBnXkFtZTcwNTE4NjkyMQ@@._V1._SY314_CR3,0,214,314_.jpg	1947	road_to_rio	6.8	6	6	0	100	0	0	0	0	0	0	0	0	http://content7.flixster.com/movie/30/81/308113_det.jpg
25934	The Godfather	0068646	El padrino	http://ia.media-imdb.com/images/M/MV5BMTc3MDQzMDAxM15BMl5BanBnXkFtZTcwMzQ5MjE3Mw@@._V1._SX214_CR0,0,214,314_.jpg	1972	godfather	9	66	66	0	100	8.4	11	11	0	100	4.4	172072	97	http://content9.flixster.com/movie/11/12/76/11127687_det.jpg
25937	Easter Parade	0040308	Easter Parade	http://ia.media-imdb.com/images/M/MV5BMTgyMjE3NTAwNF5BMl5BanBnXkFtZTcwOTIyODcyMQ@@._V1._SY314_CR24,0,214,314_.jpg	1948	easter_parade	7.3	17	15	2	88	0	4	4	0	100	3.8	2172	83	http://content7.flixster.com/movie/10/93/41/10934193_det.jpg
25938	Fort Apache	0040369	Fort Apache	http://ia.media-imdb.com/images/M/MV5BMTY3NDU3NjgyOF5BMl5BanBnXkFtZTcwNzUxODIzMQ@@._V1._SY314_CR5,0,214,314_.jpg	1948	fort_apache	8.3	13	13	0	100	0	0	0	0	0	0	0	0	http://content7.flixster.com/movie/18/83/22/1883221_det.jpg
25940	The Lady from Shanghai	0439663	The Lady from Shanghai		2010	the-lady-from-shanghai-2010	0	0	0	0	0	0	0	0	0	0	0	0	0	http://images.rottentomatoescdn.com/images/defaults/poster_default.gif
25941	Yi ge mo sheng nu ren de lai xin	0424234	Carta de una mujer desconocida		2004	yi-ge-mo-sheng-nu-ren-de-lai-xin-a-letter-from-an-unknown-woman	0	0	0	0	0	0	0	0	0	0	0	0	0	http://images.rottentomatoescdn.com/images/defaults/poster_default.gif
25942	Louisiana Story	0040550	Louisiana Story	http://ia.media-imdb.com/images/M/MV5BMTYxOTMxODcwN15BMl5BanBnXkFtZTYwMzQxNzk5._V1._SY314_CR4,0,214,314_.jpg	1948	louisiana_story	7.3	14	11	3	78	0	2	2	0	100	3.4	214	59	http://content9.flixster.com/movie/30/35/303599_det.jpg
25943	The Naked City	0040636	La ciudad desnuda	http://ia.media-imdb.com/images/M/MV5BNzk5MTc5Njg2N15BMl5BanBnXkFtZTcwODQwNzE0MQ@@._V1._SY314_CR4,0,214,314_.jpg	1948	1040398-naked_city	7.2	12	11	1	91	0	2	2	0	100	3.8	960	78	http://content9.flixster.com/movie/10/88/30/10883071_det.jpg
25945	They Live by Night	0040872	Los amantes de la noche	http://ia.media-imdb.com/images/M/MV5BMTA4OTA3NTM2MTNeQTJeQWpwZ15BbWU3MDQ4NTI4NDE@._V1._SY314_CR21,0,214,314_.jpg	1949		\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
25946	The Three Musketeers	0108333	Los tres mosqueteros	http://ia.media-imdb.com/images/M/MV5BMjExNzg2NTU3MV5BMl5BanBnXkFtZTYwMDY4MDk5._V1._SX214_CR0,0,214,314_.jpg	1993	1046772-three_musketeers	4.8	24	7	17	29	0	3	0	3	0	3.2	13783	67	http://content7.flixster.com/movie/50/26/53/5026533_det.jpg
25947	Unfaithfully Yours	0040919	Unfaithfully Yours	http://ia.media-imdb.com/images/M/MV5BMTgwNzM2OTM4NF5BMl5BanBnXkFtZTcwMDQ3ODkyMQ@@._V1._SY314_CR3,0,214,314_.jpg	1948	1022369-unfaithfully_yours	7.8	14	13	1	92	0	2	2	0	100	3.9	650	86	http://content8.flixster.com/movie/29/43/294314_det.jpg
25951	In the Good Old Summertime	0041507	In the Good Old Summertime	http://ia.media-imdb.com/images/M/MV5BMjE5NjE2MzY5MF5BMl5BanBnXkFtZTcwNDY0MDUyMQ@@._V1._SY314_CR26,0,214,314_.jpg	1949	in_the_good_old_summertime	6.5	7	5	2	71	0	2	1	1	50	3.8	870	79	http://content9.flixster.com/movie/68/88/16/6888163_det.jpg
